id,title,year,mpaa,runtime,genres,director,stars,gross
61,The Dwarf,2017,-1,-1,Drama,Brad Anderson,-1,-1
62,DysFunkTional Family,2003,R,-1,Documentary,George Gallo,-1,-1
63,Dying Young,1991,R,-1,Drama,Joel Schumacher,Julia Roberts,"$81,264,473"
64,Dying to Do Letterman,2012,-1,-1,Documentary,Joke Fincioen,-1,-1
65,Dylan Dog: Dead of Night,2011,PG-13,107 minutes,Horror,Kevin Munroe,Brandon Routh,"$6,093,725"
66,Drum Corps at the Movies: 2012 DCI Tour Premiere,2012,-1,-1,Concert/Performance,-1,-1,-1
67,Cottage Country,2013,-1,91 minutes,Thriller/Suspense,-1,-1,"$22,363"
68,Cowboys and Angels,2004,PG,105 minutes,Comedy,-1,-1,-1
69,Crazy Rich Asians,2018,PG-13,-1,Comedy,Jon M. Chu,-1,-1
70,Courageous,2011,PG-13,129 minutes,Drama,Alex Kendrick,"Alex Kendrick,Kevin Downes,Ken Bevel,Renee Jewell","$35,185,884"
71,The Craigslist Killer,2011,-1,-1,Drama,Stephen Kay,-1,-1
72,Crazy Famous,2018,-1,-1,Comedy,Paul Jarrett,-1,-1
73,Crazy Eyes,2012,Not Rated,96 minutes,Drama,Adam Sherman,"Lukas Haas,Madeline Zima",-1
74,"Crime, A",2006,R,-1,Drama,-1,-1,-1
75,The Crooked Man,2017,-1,-1,-1,Jesse Holland,-1,-1
76,Cuba Feliz,2002,Not Rated,-1,-1,-1,-1,-1
77,The Crow: City of Angels,1996,R,-1,Action,-1,-1,-1
78,Cuba,2018,-1,-1,Documentary,Peter Chang,-1,-1
79,The Cruelest Miles,2011,-1,-1,Drama,-1,-1,-1
80,Boy's Briefs 4,2006,Not Rated,-1,-1,-1,-1,-1
81,Cuba,1979,-1,-1,Action,-1,-1,-1
82,Czech Dream,2007,Not Rated,-1,-1,-1,-1,-1
83,Breaking Free,1995,-1,-1,-1,-1,-1,-1
84,Broken Mile,2017,-1,82 minutes,Thriller/Suspense,Justin McConnell,-1,-1
85,Broken Memories,2015,-1,-1,-1,Michael Worth,-1,-1
86,Bring It On: All or Nothing,2006,-1,-1,-1,-1,-1,-1
87,Broken Lines,2008,R,-1,Drama,-1,-1,-1
88,A Brony Tale,2014,-1,78 minutes,Documentary,Brent Hodge,-1,-1
89,Brothers in Arms,2011,-1,-1,Drama,-1,-1,-1
90,The Bronze,2016,R,108 minutes,Black Comedy,Bryan Buckley,Melissa Rauch,-1
91,Buddha Heads,2002,Not Rated,-1,Drama,-1,-1,-1
92,Byutopul Tumorou,2016,-1,-1,Documentary,Jang Jae-hyuk,-1,"$507,138"
93,Byzantium,2013,R,118 minutes,Thriller/Suspense,Neil Jordan,Gemma Arterton,"$92,544"
94,ByÃ´soku 5 senchimÃªtoru,2006,-1,63 minutes,Drama,Makoto Shinkai,-1,"$228,393"
95,Byeon-ho-in,2014,Not Rated,127 minutes,Drama,Woo-seok Yang,"Song Kang-ho,ê¹€ì˜�ì•  (Kim Young-ae),Dal-su Oh,Kwak Do-won","$76,988,372"
96,Bye Bye Patty,2010,-1,-1,Concert/Performance,-1,-1,-1
97,Bye Bye Love,1995,PG-13,-1,Comedy,-1,-1,-1
98,Bye Bye Birdie,1963,-1,-1,Musical,-1,-1,-1
99,The Bye Bye Man,2017,PG-13,96 minutes,Thriller/Suspense,Stacy Title,"Douglas Smith,Lucien Laviscount,Cressida Bonas,Doug Jones","$25,863,405"
100,By Virtue Fall,2011,-1,-1,Drama,-1,-1,-1
101,By the Shortest of Heads,1915,Not Rated,58 minutes,-1,-1,-1,-1
102,By the People: The Election of Barack Obama,2010,-1,-1,Documentary,-1,-1,-1
103,By the Gun,2014,R,109 minutes,Drama,James Mottern,Ben Barnes,-1
104,By Sidney Lumet,2016,-1,103 minutes,Documentary,Nancy Buirski,-1,-1
105,By the Sea,2015,R,122 minutes,Drama,Angelina Jolie Pitt,"Brad Pitt,Angelina Jolie Pitt","$3,727,746"
106,By Our Selves,2015,-1,-1,Documentary,Andrew Knotting,-1,"$10,986"
107,By Hook or by Crook,2002,Not Rated,-1,Drama,-1,-1,-1
108,By Any Means Necessary,2011,-1,-1,Action,-1,-1,-1
109,BWOY,2017,-1,-1,-1,John G. Young,-1,-1
110,Buzzkill,2012,Not Rated,90 minutes,Comedy,Steven Kampmann,Daniel Raymont,-1
111,Buzzard,2015,Not Rated,97 minutes,Black Comedy,Joel Potrykus,Joshua Burge,-1
112,BÃ¼yÃ¼ 2,2017,-1,90 minutes,Horror,Adnan GÃ¼ler,-1,"$194,832"
113,Buying the Cow,2002,R,88 minutes,Romantic Comedy,Walt Becker,Jerry O'Connell,-1
114,Buttermilk Sky,2012,-1,-1,-1,-1,-1,-1
115,The Butterfly Tree,2017,-1,120 minutes,Drama,Priscilla Cameron,-1,"$3,041"
116,Butterfly on a Wheel,2007,R,-1,Drama,Mike Barker,-1,-1
117,The Butterfly Room,2014,Not Rated,87 minutes,Thriller/Suspense,Jonathan Zarantonello,-1,-1
118,Butterfly Kiss,1996,-1,-1,Thriller/Suspense,Michael Winterbottom,-1,-1
119,The Butterfly God,2016,-1,-1,Drama,Jay Russell,-1,-1
120,"Butterfly Effect 3: Revelations, The",2009,-1,-1,-1,-1,-1,-1
121,Butterfly Girl,2015,Not Rated,78 minutes,Documentary,Cary Bell,-1,-1
122,The Butterfly Effect 2,2006,-1,-1,-1,-1,-1,-1
123,The Butterfly Effect,2004,R,114 minutes,Thriller/Suspense,-1,-1,"$95,638,592"
124,Butterfly,2001,Not Rated,-1,-1,-1,-1,-1
125,Butterfly,2010,-1,-1,Horror,Edward E. Romero,-1,-1
126,Butterfingers,2019,-1,-1,-1,Barnaby Southcombe,-1,-1
127,BUtterfield 8,1960,Not Rated,109 minutes,-1,-1,-1,-1
128,Buttercup Bill,2014,-1,-1,Drama,Remy Bennett,-1,"$6,037"
129,Buttercup,2011,-1,-1,Drama,-1,-1,-1
130,Mythica: The Necromancer,2016,-1,-1,Adventure,-1,-1,-1
131,Butter,2012,R,90 minutes,Comedy,Jim Field Smith,"Jennifer Garner,Ty Burrell,Olivia Wilde,Rob Corddry,Alicia Silverstone,Hugh Jackman","$104,706"
132,Mythica: the Darkspore,2016,-1,108 minutes,Adventure,-1,"Melanie Stone,Kevin Sorbo",-1
133,Myth of the American Sleepover,2011,Not Rated,96 minutes,Drama,David Robert Mitchell,"Marlon Morton,Amanda Bauer,Claire Sloma,Brett Jacobsen,Jade Ramsey,Nikita Ramsey",-1
134,The Myth of Fingerprints,1997,R,-1,-1,-1,-1,-1
135,Mystic Pizza,1988,R,-1,Comedy,Donald Petrie,Julia Roberts,-1
136,The Mystic Masseur,2002,PG,-1,-1,-1,-1,-1
137,The Butcher's Wife,1991,PG-13,-1,Comedy,-1,"Demi Moore,Jeff Daniels,George Dzundza",-1
138,Butcher Boys,2013,R,88 minutes,Horror,-1,Ali Faulkner,-1
139,Mystic River,2003,R,137 minutes,Drama,Clint Eastwood,"Sean Penn,Tim Robbins,Kevin Bacon","$156,822,020"
140,The Butcher Boy,1998,R,-1,Drama,Neil Jordan,-1,-1
141,Butch Cassidy and the Sundance Kid,1969,PG,112 minutes,Western,George Roy Hill,"Paul Newman,Robert Redford",-1
142,Butch and Sundance: The Early Days,1979,-1,-1,Western,-1,-1,-1
143,Lee Daniels' The Butler,2013,PG-13,132 minutes,Drama,Lee Daniels,Forest Whitaker,"$177,025,498"
144,But I'm a Cheerleader,2000,R,-1,Comedy,-1,-1,"$2,509,344"
145,But Deliver Us From Evil,2018,Not Rated,119 minutes,Horror,Joshua Coates,-1,-1
146,Bustin' Loose,1981,-1,-1,Comedy,-1,-1,-1
147,A Busy Night,2016,Not Rated,91 minutes,Comedy,Li Wang,-1,"$1,160,000"
148,Bustin' Down the Door,2008,Not Rated,-1,Documentary,-1,Edward Norton,-1
149,Bustin' Bonaparte,2005,-1,-1,-1,-1,-1,-1
150,Busterâ€™s Mal Heart,2017,Not Rated,96 minutes,Thriller/Suspense,Sarah Adina Smith,Rami Malek,-1
151,Mystery Train,1989,-1,-1,Comedy,Jim Jarmusch,-1,-1
152,Buster,1988,-1,-1,Comedy,-1,-1,-1
153,Mystery of the Nile,2005,-1,-1,Documentary,-1,-1,-1
154,Mystery Science Theatre 3000,1996,PG-13,-1,Comedy,-1,-1,-1
155,Mystery Date,1991,PG-13,-1,Comedy,-1,-1,-1
156,Mystery Team,2009,R,-1,Comedy,Dan Eckman,-1,-1
157,Mystery Men,1999,PG-13,121 minutes,Comedy,-1,Ben Stiller,"$33,462,011"
158,Mysterious Ways,2015,-1,-1,Drama,Dan Garcia,-1,-1
159,Mysterious Skin,2005,Open,-1,Drama,Gregg Araki,-1,"$2,148,548"
160,"Mystery, Alaska",1999,R,119 minutes,Comedy,Jay Roach,"Russell Crowe,Hank Azaria,Mary McCormack,Lolita Davidovich,Ron Eldard,Colm Meaney,Maury Chaykin,Burt Reynolds",-1
161,Mysteries of the Unseen World,2013,-1,-1,Documentary,-1,-1,"$332,944"
162,The Mysteries of Pittsburgh,2009,R,-1,Drama,Rawson Marshall Thurber,-1,-1
163,Mysteria,2011,-1,-1,-1,Lucius C. Kuert,-1,-1
164,Le mystÃ¨re Picasso,1957,-1,78 minutes,Documentary,-1,-1,-1
165,Myra Breckinridge,1970,-1,-1,-1,-1,-1,-1
166,Busted,2013,R,-1,-1,-1,-1,-1
167,Mysteries of Egypt,1998,Not Rated,-1,Documentary,-1,"Omar Sharif,Kate Maberly","$90,000,000"
168,The Business of Strangers,2001,R,-1,Drama,-1,-1,"$1,290,920"
169,The Business of Fancy Dancing,2002,Not Rated,-1,Drama,-1,-1,-1
170,The Business of Being Born,2008,Not Rated,-1,Documentary,-1,Ricki Lake,-1
171,The Business of Amateurs,2017,-1,-1,Documentary,Bob DeMars,-1,-1
172,A Business Affair,1995,R,-1,Comedy,-1,-1,-1
173,Bushwick,2017,-1,104 minutes,Thriller/Suspense,Cary Murnion,"Brittany Snow,Dave Bautista",$42
174,Bushwhacked,1995,PG-13,-1,Comedy,-1,-1,-1
175,Bushido Man: Seven Deadly Battles,2014,-1,-1,Action,Takanori Tsujimoto,-1,-1
176,Bush's Brain,2004,PG-13,-1,Documentary,-1,-1,-1
177,Bushi no ichibun,2007,Not Rated,-1,Drama,-1,-1,"$24,724,488"
178,Buscando un SueÃ±o,1997,-1,-1,Drama,-1,-1,-1
179,Busco Novio Para Mi Mujer,2016,PG-13,92 minutes,Romantic Comedy,Enrique Begne,"Sandra Echeverria,Arath De La Torre","$4,585,393"
180,Mykyta kozhumyaka,2016,-1,85 minutes,Adventure,-1,-1,"$803,043"
181,Busanhaeng,2016,Not Rated,118 minutes,Horror,Sang-ho Yeon,Yoo Gong,"$98,458,103"
182,Myeong-ryang,2014,Not Rated,127 minutes,Action,Han-Min Kim,Choi Min-sik,"$133,450,917"
183,Myeoneuri: My Son's Crazy Wife,2017,-1,80 minutes,Documentary,-1,-1,"$142,736"
184,My Year Without Sex,2010,Not Rated,-1,Comedy,-1,-1,-1
185,My Year With Helen,2017,-1,93 minutes,Documentary,Gaylene Preston,-1,"$199,226"
186,My Winnipeg,2008,Not Rated,-1,Documentary,-1,-1,-1
187,My Wife Maurice,2004,Not Rated,-1,Comedy,-1,-1,-1
188,My Wife is an Actress (Ma Femme est une Actrice),2002,R,-1,Comedy,-1,-1,-1
189,My Wife is a Superstar,2015,-1,-1,Romantic Comedy,Shirley Yung Sau-Lau,-1,"$200,000"
190,My War,2016,-1,-1,Drama,Oxide Pang Chun,-1,"$5,110,000"
191,My Voyage to Italy,2001,PG-13,-1,-1,-1,-1,-1
192,My Week with Marilyn,2011,R,99 minutes,Drama,Simon Curtis,Michelle Williams,"$34,240,572"
193,My Tutor Friend 2,2007,-1,-1,-1,-1,-1,"$2,952,412"
194,Bus Stop,1956,-1,96 minutes,Comedy,-1,-1,-1
195,My Uncle Rafael,2012,PG-13,103 minutes,Comedy,Marc Fusco,"Vahik Pirhamzei,John Michael Higgins,Missi Pyle,Anthony Clark,Joe Lo Truglio,Rachel Blanchard",-1
196,Burying the Ex,2015,R,89 minutes,Black Comedy,Joe Dante,"Anton Yelchin,Ashley Greene,Alexandra Daddario","$604,517"
197,Burtâ€™s Buzz,2014,Not Rated,88 minutes,Documentary,Jody Shapiro,-1,-1
198,Burst Theory,2016,-1,-1,-1,Zac Page,-1,-1
199,Burroughs: The Movie,2015,-1,-1,Documentary,Howard Brookner,-1,-1
200,Burns,2011,-1,-1,Drama,-1,-1,-1
201,The Burning Plain,2009,R,-1,Drama,-1,"Charlize Theron,Kim Basinger","$1,167,092"
202,Burning Palms,2011,R,112 minutes,Black Comedy,Christopher Landon,"Lake Bell,Robert Hoffman,Rosamund Pike,Zoe Saldana,Nick Stahl,Paz Vega",-1
203,Burning Bright,2010,PG-13,-1,Horror,-1,Briana Evigan,-1
204,Burning Man,2011,-1,-1,Drama,Jonathan Teplitzky,-1,"$13,879"
205,Burnt,2015,R,100 minutes,Comedy,John Wells,Bradley Cooper,"$32,632,668"
206,Burning Blue,2014,R,-1,Drama,D.M.W. Greer,-1,-1
207,Burning Bodhi,2016,R,93 minutes,Drama,Matthew McDuffie,"Kaley Cuoco,Meghann Fahy,Cody Horn,Landon Liboiron,Sasha Pieterse,Eli Vargas,Virginia Madsen",-1
208,The Burning Bed,2017,Not Rated,-1,-1,Robert Greenwald,-1,-1
209,My Tiny Universe,2004,-1,-1,Romantic Comedy,Lucy Phillips,"John Heard,Lesley Ann Warren,Andy Comeau,Debi Mazar",-1
210,My Sweet Pepper Land,2013,-1,-1,Drama,Hiner Saleem,-1,"$35,899"
211,My Tutor,1983,-1,-1,Comedy,-1,-1,-1
212,My Teacher's Wife,1999,-1,-1,Romantic Comedy,Bruce Leddy,-1,-1
213,My Summer of Love,2005,R,-1,Drama,-1,-1,"$4,727,375"
214,Archie's Final Project,2010,-1,105 minutes,Drama,David Lee Miller,"Gabrial Sunday,Brooke Nevin",-1
215,My Super Ex-Girlfriend,2006,PG-13,-1,Comedy,Ivan Reitman,-1,"$60,772,856"
216,My Suicidal Sweetheart,2005,-1,-1,Drama,-1,-1,-1
217,The Burrowers,2009,-1,-1,-1,-1,-1,-1
218,My Stepmother Is an Alien,1988,PG-13,-1,Comedy,Richard Benjamin,-1,-1
219,My Son the Fanatic,1999,R,-1,-1,-1,-1,-1
220,My Soul to Take,2010,R,107 minutes,Horror,Wes Craven,"Max Thieriot,Denzel Whitaker,Raul Esparza,Shareeka Epps,John Magaro,Zena Grey,Nick Lashaway,Paulina Olszynski","$16,727,470"
221,My Son,2013,R,-1,Drama,-1,-1,-1
222,"My Son, My Son, What Have Ye Done?",2009,R,-1,-1,Werner Herzog,-1,-1
223,Burning Annie,2007,-1,-1,Comedy,-1,-1,-1
224,My Sexiest Year,2009,-1,-1,-1,-1,Frankie Muniz,-1
225,Burn Your Maps,2017,PG-13,102 minutes,Adventure,Jordan Roberts,-1,-1
226,Burn Site,2016,-1,-1,Thriller/Suspense,Fernando Coimbra,-1,-1
227,My Sister's Keeper,2009,PG-13,109 minutes,Drama,Nick Cassavetes,"Cameron Diaz,Abigail Breslin","$96,673,002"
228,Burn on the Bayou,2015,-1,-1,Documentary,Matt Leonard,-1,-1
229,Burn Burn Burn,2015,-1,96 minutes,Drama,Chanya Button,-1,"$19,923"
230,Burn Country,2016,Not Rated,102 minutes,Drama,Ian Olds,"Dominic Rains,Melissa Leo,James Franco,Rachel Brosnahan,Thomas Jay Ryan",-1
231,Burlesque: Heart of the Glitter Tribe,2017,Not Rated,76 minutes,Documentary,Jon Manning,-1,-1
232,Burn,2012,Not Rated,86 minutes,Documentary,Tom Putnam,-1,-1
233,Burma VJ,2009,-1,-1,-1,-1,-1,-1
234,Burn After Reading,2008,R,97 minutes,Black Comedy,Joel Coen,"George Clooney,Frances McDormand,John Malkovich,Tilda Swinton,Brad Pitt","$168,167,798"
235,Burlesk King,2000,Not Rated,-1,Drama,-1,-1,-1
236,Burke & Hare,2011,R,92 minutes,Black Comedy,John Landis,"Simon Pegg,Andy Serkis","$1,507,806"
237,My Scientology Movie,2017,Not Rated,100 minutes,Documentary,John Dower,-1,"$2,215,428"
238,Burlesque,2010,PG-13,116 minutes,Drama,Steven Antin,"Cher,Christina Aguilera","$90,552,675"
239,My Sassy Girl,2008,PG-13,-1,Comedy,Yann Samuell,-1,-1
240,My Science Project,1985,-1,-1,Comedy,-1,-1,-1
241,My Reincarnation,2011,R,82 minutes,Documentary,Jennifer Fox,-1,"$96,115"
242,My Pure Land,2017,-1,92 minutes,Drama,Sarmad Masud,-1,"$19,599"
243,My Pet Dinosaur,2017,-1,98 minutes,Action,Matt Drummond,-1,"$155,210"
244,My Perfect Romance,2017,PG,-1,Drama,Justin G. Dyck,-1,-1
245,My Own Private Idaho,1991,R,-1,Black Comedy,Gus Van Sant,Keanu Reeves,-1
246,My Perestroika,2011,Not Rated,87 minutes,Documentary,Robin Hessman,-1,-1
247,My Own Love Song,2011,PG-13,-1,Romantic Comedy,-1,-1,"$5,978"
248,My Other Home,2017,-1,110 minutes,Drama,-1,-1,"$960,000"
249,My New Sassy Girl,2015,-1,99 minutes,Romantic Comedy,Jo Geun-sik,-1,"$5,552,129"
250,My Old Lady,2014,PG-13,107 minutes,Comedy,Israel Horovitz,"Kevin Kline,Kristin Scott Thomas,Maggie Smith","$7,527,232"
251,Buried Child,2015,-1,-1,Drama,David Horn,-1,-1
252,My One and Only,2009,PG-13,85 minutes,Comedy,Richard Loncraine,"RenÃ©e Zellweger,Logan Lerman,Kevin Bacon","$3,348,954"
253,Burichi Jigoku-Hen,2012,-1,-1,Action,-1,-1,-1
254,The Burial,2018,-1,-1,-1,-1,-1,-1
255,The Burial,2011,-1,-1,Drama,-1,-1,-1
256,Buried,2010,R,94 minutes,Thriller/Suspense,Rodrigo Cortes,Ryan Reynolds,"$21,270,290"
257,Burial Rights,2018,-1,-1,Drama,Luca Guadagnino,Jennifer Lawrence,-1
258,The Burial Society,2004,R,-1,Thriller/Suspense,-1,-1,-1
259,Burglar,1987,-1,-1,Comedy,Hugh Wilson,Whoopi Goldberg,-1
260,Burden,2016,-1,-1,Drama,Andrew Heckler,-1,-1
261,Bure baruta,1999,R,-1,Drama,-1,-1,-1
262,Burden,2017,Not Rated,90 minutes,Documentary,Richard Dewey,-1,"$20,434"
263,Buradeo,2017,-1,102 minutes,Comedy,Chang You-jeong,-1,"$10,910,056"
264,The `Burbs,1989,PG,102 minutes,Comedy,Joe Dante,Tom Hanks,-1
265,Bunyan & Babe,2017,PG,-1,Adventure,Tony Bancroft,-1,-1
266,"Il buono, il brutto, il cattivo",1967,-1,177 minutes,Western,Sergio Leone,Clint Eastwood,-1
267,"Buongiorno, notte",2005,Not Rated,-1,Drama,-1,-1,-1
268,My New Partner,1985,-1,-1,-1,-1,-1,-1
269,My Name is Water,2014,-1,-1,-1,Justin Arana,-1,-1
270,My Name is Tanyusha,2015,-1,-1,Adventure,Harry Oram,-1,-1
271,My Name is Lenny,2017,-1,91 minutes,Drama,Ron Scalpello,-1,$436
272,My Name is David,2015,Not Rated,-1,Drama,Chris Gallego Wong,-1,-1
273,My Name is Khan,2010,PG-13,161 minutes,Drama,-1,-1,"$42,355,526"
274,My Name is Joe,1999,R,-1,-1,Ken Loach,-1,-1
275,My Name Is Emily,2017,Not Rated,94 minutes,Drama,Simon Fitzmaurice,Evanna Lynch,"$14,993"
276,My Mother's Smile,2005,Not Rated,-1,Drama,-1,-1,-1
277,My Name is Bruce,2008,R,-1,Horror,Bruce Campbell,Bruce Campbell,-1
278,My Mother Likes Women,2004,Not Rated,-1,Comedy,-1,-1,-1
279,My Mom's New Boyfriend,2008,PG-13,-1,Comedy,-1,Meg Ryan,"$3,161,218"
280,My Many Sons,2016,-1,-1,Drama,Ralph E. Portillo,-1,-1
281,My Mexican Shivah,2008,Not Rated,-1,Comedy,-1,-1,-1
282,My Mistress,2015,-1,104 minutes,Drama,Stephen Lance,-1,"$6,921"
283,Bunteu,2007,-1,-1,-1,-1,-1,"$2,217,531"
284,Bunraku,2011,R,118 minutes,Action,Guy Moshe,"Josh Hartnett,Woody Harrelson,Gackt,Ron Perlman,Demi Moore",-1
285,Bunty Aur Babli,2005,Not Rated,-1,Adventure,-1,-1,"$7,876,721"
286,Bungaeman,2015,-1,72 minutes,Action,-1,-1,"$428,219"
287,Bunker77,2017,Not Rated,90 minutes,Documentary,Takuji Masuda,-1,-1
288,Bundy: A Legacy of Evil,2009,-1,-1,Drama,-1,-1,-1
289,Bunch of Kunst,2017,-1,103 minutes,Documentary,Christine Franz,-1,"$29,409"
290,Bundle of Joy,2010,-1,98 minutes,-1,Norman Taurog,"Eddie Fisher,Debbie Reynolds",-1
291,A Bunch of Amateurs,2009,-1,-1,-1,-1,-1,-1
292,Bumblebee,2018,-1,-1,Action,Travis Knight,-1,-1
293,Bumchoiwaui junjaeng,2011,-1,134 minutes,Thriller/Suspense,-1,-1,"$27,482,633"
294,Bullyparade: Der Film,2017,-1,100 minutes,Comedy,Michael Bully Herbig,-1,"$4,789,214"
295,Bulworth,1998,R,-1,Comedy,Warren Beatty,Warren Beatty,"$29,203,383"
296,Bullseye,1990,R,95 minutes,Comedy,Michael Winner,"Michael Caine,Roger Moore,Sally Kirkland",-1
297,Bully,2001,R,99 minutes,Drama,-1,-1,"$1,381,824"
298,My Man is a Loser,2014,R,95 minutes,Comedy,Mike Young,"Michael Rapaport,Bryan Callen,John Stamos,Tika Sumpter",-1
299,Bully,2012,PG-13,94 minutes,Documentary,Lee Hirsch,-1,-1
300,My Man Adam,1985,-1,-1,Comedy,-1,-1,-1
301,My Love,2007,-1,-1,-1,-1,-1,"$2,264,968"
302,"My Love, Don't Cross That River",2016,Not Rated,86 minutes,Documentary,Jin Mo-young,-1,-1
303,My Little Pony Equestria Girls: Rainbow Rocks,2014,-1,73 minutes,Adventure,-1,-1,-1
304,My Little Pony: The Movie,1986,-1,-1,Adventure,-1,-1,-1
305,My Little Pony Equestria Girls: Friendship Games,2015,Not Rated,-1,Adventure,Ishi Rudell,-1,"$194,807"
306,My Little Pony: Equestria Girls,2013,-1,70 minutes,Adventure,-1,Ashleigh Ball,"$210,172"
307,My Little Pony: The Movie,2017,PG,99 minutes,Adventure,Jayson Thiessen,"Emily Blunt,Kristin Chenoweth,Liev Schreiber,Michael PeÃ±a,Sia Furler,Taye Diggs,Uzo Aduba,Zoe Saldana","$55,573,525"
308,My Life Without Me,2003,R,-1,-1,-1,-1,"$12,267,275"
309,My Life So Far,1999,PG-13,-1,Drama,Hugh Hudson,-1,-1
310,My Life in Ruins,2009,PG-13,95 minutes,Romantic Comedy,Donald Petrie,-1,"$20,477,425"
311,Bullies,1986,-1,-1,Action,-1,-1,-1
312,Bullrider,2006,-1,-1,Documentary,-1,-1,-1
313,Bullitt,1968,M/PG,114 minutes,Action,Peter Yates,Steve McQueen,-1
314,Bullets Over Broadway,1994,R,-1,Comedy,Woody Allen,John Cusack,-1
315,Bulletproof,1988,-1,-1,Action,-1,-1,-1
316,El Bulli: Cooking in Progress,2011,Not Rated,108 minutes,Documentary,Gereon Wetzel,-1,"$595,934"
317,Bulletproof Monk,2003,PG-13,-1,Action,Paul Hunter,"Chow Yun-Fat,Seann William Scott",-1
318,Bulletproof,1996,R,85 minutes,Action,Ernest Dickerson,"Damon Wayans,Adam Sandler","$22,230,840"
319,Bullet Head,2017,R,93 minutes,Thriller/Suspense,Paul Solet,-1,"$87,465"
320,Bulldog Drummond Escapes,1937,-1,67 minutes,Drama,-1,-1,-1
321,Bulldog Drummond Comes Back,1937,-1,64 minutes,Drama,-1,-1,-1
322,Bulanti,2015,-1,-1,Drama,Zeki Demirkubuz,-1,-1
323,Bull Durham,1988,R,108 minutes,Drama,Ron Shelton,"Kevin Costner,Susan Sarandon",-1
324,Bulandi,2000,Not Rated,-1,Drama,-1,-1,-1
325,Bullet to the Head,2013,R,91 minutes,Action,Walter Hill,"Sylvester Stallone,Sung Kang,Sarah Shahi,Jason Momoa","$22,597,969"
326,Bukowski: Born Into This,2004,R,-1,Documentary,-1,-1,-1
327,My Life Directed by Nicolas Winding Refn,2015,PG-13,59 minutes,Documentary,Liv Corfixen,-1,-1
328,My Life as Abraham Lincoln,2012,-1,91 minutes,Comedy,Shari Berman,Caroline Luft,-1
329,My Life,1993,PG-13,-1,Drama,-1,Nicole Kidman,-1
330,My Last Day Without You,2013,Not Rated,90 minutes,Romantic Comedy,Stefan C. Schaefer,"Ken Duken,Nicole Beharie",-1
331,My Left Foot: The Story of Christy Brown,1989,R,-1,Drama,Jim Sheridan,Daniel Day-Lewis,-1
332,My King My Father,2017,-1,84 minutes,Adventure,-1,-1,"$2,010,000"
333,My Kingdom,2002,Not Rated,-1,-1,-1,-1,-1
334,My Kid Could Paint That,2007,PG-13,-1,Documentary,-1,-1,-1
335,My Heroes Have Always Been Cowboys,1991,PG,-1,Drama,Stuart Rosenberg,-1,-1
336,My iz budushego,2008,-1,-1,Adventure,-1,-1,"$8,623,914"
337,My Girlfriend's Boyfriend,2010,PG,-1,-1,-1,-1,-1
338,My Girlfriend's Back,2010,PG-13,-1,Romantic Comedy,-1,-1,-1
339,My Girl 2,1994,PG,-1,Comedy,Howard Zieff,-1,-1
340,Building Star Trek,2016,-1,-1,-1,-1,-1,-1
341,My Girl,1991,PG-13,102 minutes,Comedy,Howard Zieff,-1,-1
342,Building Jerusalem,2015,Not Rated,-1,Documentary,James Erskine,-1,"$134,245"
343,Building Hope,2011,Not Rated,71 minutes,Documentary,Turk Pipkin,-1,-1
344,Bugsy,1991,R,-1,Drama,Barry Levinson,-1,-1
345,Bugs Bunny Film Fest,1998,-1,-1,Comedy,-1,-1,-1
346,Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982,G,77 minutes,Adventure,Friz Freleng,-1,-1
347,Bugs,2017,Not Rated,74 minutes,Documentary,Andreas Johnsen,-1,-1
348,A Bug's Life,1998,G,96 minutes,Adventure,John Lasseter,Dave Foley,"$363,095,319"
349,Buffy the Vampire Slayer,1992,PG-13,86 minutes,Horror,-1,-1,-1
350,Bug,2007,R,102 minutes,Drama,William Friedkin,-1,"$8,302,995"
351,Buffalo Soldiers,2003,R,-1,Comedy,-1,Joaquin Phoenix,-1
352,Buffalo Girls,2012,Not Rated,63 minutes,Documentary,Todd Kellstein,-1,-1
353,Bugs! (IMAX),2003,Not Rated,40 minutes,Documentary,-1,Judi Dench,"$29,196,944"
354,Buffalo '66,1998,R,-1,Comedy,Vincent Gallo,-1,-1
355,El BÃºfalo de la Noche,2009,NC-17,-1,Drama,-1,-1,"$1,553,198"
356,My Giant,1998,PG,103 minutes,Comedy,Michael Lehmann,-1,-1
357,My Generation,2017,-1,85 minutes,Documentary,David Batty,-1,"$361,901"
358,My Funny Valentine,2014,-1,-1,Romantic Comedy,John Bevilacqua,-1,-1
359,My Friends Tigger & Pooh - Super Sleuth Christmas Movie,2007,-1,-1,Musical,-1,-1,-1
360,My Friends Tigger and Pooh: Super Duper Super Sleuths,2010,-1,-1,Adventure,-1,-1,-1
361,My Friends Tigger & Pooh - Hundred Acre Wood Haunt,2008,-1,-1,-1,-1,-1,-1
362,My Friends Tigger & Pooh - Friendly Tails,2008,-1,-1,Musical,-1,Jim Cummings,-1
363,My Friends Tigger And Pooh: Bedtime With Pooh,2010,-1,-1,Adventure,-1,-1,-1
364,My Friend Pinto,2011,-1,115 minutes,Comedy,Raghav Dhar,Prateik Babbar,-1
365,My Friend Bernard,2012,PG,-1,-1,-1,-1,-1
366,My Fight/Your Fight,2015,-1,-1,Drama,-1,-1,-1
367,My Flesh and Blood,2003,Not Rated,-1,-1,-1,-1,-1
